device,useragent
android,"Mozilla/5.0 (Android; Android 5.0.2; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/53.0.1178.113 Mobile Safari/536.9"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 10.5; Trident/7.0)
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_9) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/54.0.1000.151 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.0; WOW64 Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_4; like Mac OS X) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/49.0.3354.239 Mobile Safari/536.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1; like Mac OS X) AppleWebKit/603.29 (KHTML, like Gecko) Chrome/54.0.2736.332 Mobile Safari/601.8"
linux,Mozilla/5.0 (Linux; Linux i555 x86_64; en-US) Gecko/20100101 Firefox/55.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/55.0.3389.122 Mobile Safari/535.3"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/51.0.3389.390 Safari/600"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_5; en-US) Gecko/20100101 Firefox/68.8
linux,Mozilla/5.0 (U; Linux i576 ) Gecko/20130401 Firefox/45.7
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; x64 Trident/4.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64) AppleWebKit/533.49 (KHTML, like Gecko) Chrome/49.0.1395.266 Safari/600.8 Edge/15.51918"
mobile,"Mozilla/5.0 (Linux; Android 4.4; Lenovo P784 Build/JRO03C) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/48.0.3919.334 Mobile Safari/602.5"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.1; Trident/4.0)
android,"Mozilla/5.0 (Android; Android 4.4.1; SM-N9007 Build/KOT49H) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/49.0.3589.170 Mobile Safari/600.7"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64) AppleWebKit/600.50 (KHTML, like Gecko) Chrome/53.0.2512.280 Safari/535"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_7; like Mac OS X) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/49.0.3749.257 Mobile Safari/536.6"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_0; like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/50.0.3079.366 Mobile Safari/534.2"
windows,Mozilla/5.0 (Windows NT 10.0; x64; en-US) Gecko/20100101 Firefox/49.6
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_5; like Mac OS X) AppleWebKit/537.28 (KHTML, like Gecko) Chrome/47.0.3276.264 Mobile Safari/537.3"
mobile,"Mozilla/5.0 (Linux; U; Android 6.0; Nexus 5P Build/MDB08L) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/55.0.1964.131 Mobile Safari/603.8"
android,"Mozilla/5.0 (Linux; U; Android 5.0; SM-T350 Build/LRX22G) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.1339.121 Mobile Safari/535.3"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.49 (KHTML, like Gecko) Chrome/54.0.3314.304 Safari/533"
mobile,"Mozilla/5.0 (Android; Android 7.1.1; Xperia Build/NDE63X) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/48.0.2765.351 Mobile Safari/536.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_1; like Mac OS X) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/52.0.2099.353 Mobile Safari/600.4"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; Win64; x64 Trident/7.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_4) Gecko/20100101 Firefox/59.2
linux,"Mozilla/5.0 (Linux; Linux i672 ; en-US) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/53.0.3466.375 Safari/600"
android,"Mozilla/5.0 (Android; Android 7.1.1; SAMSUNG GT-I9700 Build/KTU84P) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/52.0.1464.290 Mobile Safari/537.2"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_9; en-US) Gecko/20130401 Firefox/50.2
android,"Mozilla/5.0 (Android; Android 4.4.1; SGH-I337 Build/JSS15J) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/48.0.1847.346 Mobile Safari/601.5"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_5) Gecko/20100101 Firefox/62.0
mobile,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-G440 Build/LRX22G) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/53.0.3168.348 Mobile Safari/601.5"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/51.0.3202.115 Safari/535.7 Edge/18.43351"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 10.5;; en-US Trident/7.0)
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_3_0; like Mac OS X) AppleWebKit/601.16 (KHTML, like Gecko) Chrome/55.0.2481.118 Mobile Safari/537.9"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/52.0.2968.150 Safari/534"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/47.0.2199.116 Safari/537.9 Edge/18.23479"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/66.7
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; x64 Trident/6.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_9) Gecko/20100101 Firefox/58.7
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/52.3
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; x64; en-US) Gecko/20100101 Firefox/56.1
linux,"Mozilla/5.0 (U; Linux i576 ; en-US) AppleWebKit/601.32 (KHTML, like Gecko) Chrome/50.0.2909.352 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_8; en-US) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/50.0.2532.379 Safari/537"
firefox,Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64) Gecko/20130401 Firefox/49.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_2; like Mac OS X) AppleWebKit/535.29 (KHTML, like Gecko) Chrome/55.0.3388.398 Mobile Safari/600.9"
android,"Mozilla/5.0 (Linux; U; Android 5.0.2; Lenovo A7000-a Build/LRX21M;) AppleWebKit/603.12 (KHTML, like Gecko) Chrome/49.0.3884.387 Mobile Safari/603.9"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_6_3) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/50.0.1878.278 Safari/600"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/536.47 (KHTML, like Gecko) Chrome/53.0.1495.246 Safari/603.5 Edge/9.25016"
android,"Mozilla/5.0 (Android; Android 7.1; Nexus 9X Build/NME91E) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/49.0.2143.206 Mobile Safari/601.7"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_4) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/48.0.2498.149 Safari/533"
mobile,"Mozilla/5.0 (Android; Android 7.1; Nexus 8P Build/NME91E) AppleWebKit/600.49 (KHTML, like Gecko) Chrome/55.0.2912.330 Mobile Safari/536.2"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; x64; en-US) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/48.0.2301.214 Safari/533"
firefox,Mozilla/5.0 (U; Linux i684 x86_64) Gecko/20130401 Firefox/59.1
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_1) AppleWebKit/534.50 (KHTML, like Gecko) Chrome/52.0.3839.175 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_9; like Mac OS X) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/52.0.3324.162 Mobile Safari/535.1"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_8_4; like Mac OS X) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/48.0.1237.320 Mobile Safari/535.0"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; WOW64) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/51.0.2221.232 Safari/603"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; x64; en-US Trident/6.0)
mobile,"Mozilla/5.0 (Linux; U; Android 6.0.1; Nexus 7P Build/MMB29K) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/54.0.2415.150 Mobile Safari/600.1"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/536.41 (KHTML, like Gecko) Chrome/53.0.1752.264 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; WOW64; en-US Trident/6.0)
linux,Mozilla/5.0 (U; Linux i650 x86_64) Gecko/20130401 Firefox/58.1
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_4) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/51.0.3778.281 Safari/602"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_0) Gecko/20130401 Firefox/52.9
firefox,Mozilla/5.0 (Windows NT 6.0; Win64; x64) Gecko/20130401 Firefox/50.2
android,"Mozilla/5.0 (Linux; Android 4.3.1; SM-G340S Build/JLS36C) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/50.0.1184.228 Mobile Safari/534.9"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.3; x64; en-US Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_6; like Mac OS X) AppleWebKit/601.40 (KHTML, like Gecko) Chrome/52.0.2416.279 Mobile Safari/537.0"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/4.0)
linux,"Mozilla/5.0 (Linux; Linux i681 x86_64; en-US) AppleWebKit/534.31 (KHTML, like Gecko) Chrome/54.0.1397.235 Safari/535"
chrome,"Mozilla/5.0 (U; Linux i676 ; en-US) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/49.0.1631.254 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_7; like Mac OS X) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/55.0.1262.317 Mobile Safari/535.8"
mobile,"Mozilla/5.0 (Linux; U; Android 7.0; GT-I9200 Build/KTU84P) AppleWebKit/535.31 (KHTML, like Gecko) Chrome/48.0.2166.338 Mobile Safari/535.4"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5; en-US) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/52.0.3225.278 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0;; en-US Trident/6.0)
linux,Mozilla/5.0 (Linux; U; Linux i655 x86_64) Gecko/20100101 Firefox/58.6
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G928I Build/LMY47X) AppleWebKit/602.11 (KHTML, like Gecko) Chrome/50.0.1883.272 Mobile Safari/535.2"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; x64 Trident/7.0)
android,"Mozilla/5.0 (Android; Android 4.4.1; HTC One809d Build/KTU84L) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/54.0.2500.315 Mobile Safari/535.9"
edge,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/48.0.2759.293 Safari/537.8 Edge/14.37102"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3;; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; LG-H900 Build/NRD90M) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/49.0.3624.190 Mobile Safari/601.6"
firefox,Mozilla/5.0 (Linux i670 x86_64; en-US) Gecko/20100101 Firefox/61.3
android,"Mozilla/5.0 (Linux; U; Android 7.1; LG-H900 Build/NRD90M) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/50.0.3963.287 Mobile Safari/601.3"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20130401 Firefox/58.9
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.2952.241 Safari/600.1 Edge/8.24447"
linux,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/70.2
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_3; like Mac OS X) AppleWebKit/602.1 (KHTML, like Gecko) Chrome/50.0.3965.102 Mobile Safari/535.7"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9) Gecko/20100101 Firefox/71.5
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/52.0.3212.189 Safari/603.5 Edge/15.80633"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_7; like Mac OS X) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/54.0.1212.376 Mobile Safari/601.5"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/51.0.2799.319 Safari/602.1 Edge/11.23017"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_8_9; like Mac OS X) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/54.0.1933.243 Mobile Safari/602.3"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_5; en-US) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/50.0.1541.105 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_1; like Mac OS X) AppleWebKit/534.38 (KHTML, like Gecko) Chrome/49.0.3218.271 Mobile Safari/535.7"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_7_5; like Mac OS X) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/54.0.1449.155 Mobile Safari/537.5"
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; Pixel XL Build/NME91E) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/55.0.1954.288 Mobile Safari/600.6"
android,"Mozilla/5.0 (Linux; Android 5.0.2; SM-D818P Build/LMY47X) AppleWebKit/536.18 (KHTML, like Gecko) Chrome/48.0.2236.326 Mobile Safari/536.5"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7) Gecko/20100101 Firefox/68.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_7; like Mac OS X) AppleWebKit/533.9 (KHTML, like Gecko) Chrome/50.0.2720.130 Mobile Safari/603.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_6; like Mac OS X) AppleWebKit/536.33 (KHTML, like Gecko) Chrome/54.0.2177.143 Mobile Safari/602.9"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5;) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/55.0.1659.356 Safari/535"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/5.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7; en-US) Gecko/20100101 Firefox/66.3
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1; Win64; x64; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/48.0.3749.246 Safari/535.3 Edge/8.80164"
linux,"Mozilla/5.0 (Linux; U; Linux i575 x86_64; en-US) AppleWebKit/536.7 (KHTML, like Gecko) Chrome/51.0.1708.270 Safari/602"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; x64 Trident/6.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6; en-US) Gecko/20130401 Firefox/68.1
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1;) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/52.0.2843.185 Safari/536"
android,"Mozilla/5.0 (Android; Android 4.3.1; HUAWEI G6-L11 Build/HuaweiG6-L11) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/52.0.2457.135 Mobile Safari/601.0"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4) Gecko/20100101 Firefox/45.3
windows,"Mozilla/5.0 (Windows NT 6.3; x64; en-US) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/49.0.3938.314 Safari/533"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.1; x64; en-US Trident/6.0)
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G925FQ Build/LRX22G) AppleWebKit/603.30 (KHTML, like Gecko) Chrome/48.0.2102.351 Mobile Safari/535.3"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64) AppleWebKit/533.23 (KHTML, like Gecko) Chrome/51.0.2287.132 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; WOW64 Trident/6.0)
linux,"Mozilla/5.0 (Linux; Linux i581 ; en-US) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/49.0.3707.135 Safari/602"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; en-US Trident/6.0)
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/53.0.3174.368 Safari/534"
firefox,Mozilla/5.0 (Windows; Windows NT 6.2; Win64; x64; en-US) Gecko/20100101 Firefox/61.8
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) Gecko/20130401 Firefox/74.4
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_6; like Mac OS X) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/54.0.3814.153 Mobile Safari/603.0"
linux,"Mozilla/5.0 (Linux; Linux i652 ; en-US) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/51.0.1575.256 Safari/533"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_9_8 like Mac OS X) AppleWebKit/601.24 (KHTML, like Gecko) Chrome/48.0.3163.267 Mobile Safari/602.8"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_7; en-US) Gecko/20100101 Firefox/74.2
edge,"Mozilla/5.0 (Windows NT 10.1; Win64; x64) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/48.0.3820.393 Safari/602.2 Edge/10.31662"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.0; x64 Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_8; en-US) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/54.0.1433.305 Safari/600"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 10.2; WOW64 Trident/6.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5; en-US) Gecko/20100101 Firefox/66.6
windows,Mozilla/5.0 (Windows NT 6.2; Win64; x64) Gecko/20100101 Firefox/49.9
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.1;; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/48.0.1794.125 Safari/602"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; WOW64; en-US Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; WOW64; en-US Trident/5.0)
chrome,"Mozilla/5.0 (Linux; U; Linux i655 ) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/51.0.2467.167 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1; like Mac OS X) AppleWebKit/535.34 (KHTML, like Gecko) Chrome/55.0.1987.150 Mobile Safari/537.6"
edge,"Mozilla/5.0 (Windows NT 10.0; x64) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/54.0.3476.182 Safari/535.2 Edge/18.81953"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_7; en-US) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/51.0.1583.356 Safari/601"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/56.2
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_3; en-US) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/55.0.2908.320 Safari/600"
mobile,"Mozilla/5.0 (Linux; Android 4.4.4; XT1050 Build/SU6-7.3) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/55.0.1188.329 Mobile Safari/602.2"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_3; en-US) Gecko/20100101 Firefox/45.3
android,"Mozilla/5.0 (Linux; Android 6.0; SAMSUNG SM-G9350L Build/MMB29V) AppleWebKit/535.29 (KHTML, like Gecko) Chrome/53.0.1198.170 Mobile Safari/603.7"
edge,"Mozilla/5.0 (Windows NT 10.1; x64) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/47.0.2168.367 Safari/534.2 Edge/16.33143"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1070 Build/SU6-7.3) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/49.0.1800.305 Mobile Safari/602.8"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64; en-US) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/50.0.2602.319 Safari/535.8 Edge/8.56721"
windows,Mozilla/5.0 (Windows NT 10.0;) Gecko/20100101 Firefox/47.4
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/53.0.2210.229 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; Win64; x64 Trident/5.0)
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; LG-H910 Build/NRD90M) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/53.0.3492.139 Mobile Safari/537.1"
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/50.0.3961.297 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_4; like Mac OS X) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/50.0.2079.236 Mobile Safari/601.4"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_8; en-US) Gecko/20100101 Firefox/52.0
windows,"Mozilla/5.0 (Windows; Windows NT 10.2;; en-US) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/48.0.3685.102 Safari/533.5 Edge/12.27045"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.1;) Gecko/20100101 Firefox/68.5
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/51.0.3549.175 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_9; like Mac OS X) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/52.0.1593.305 Mobile Safari/600.7"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3; x64) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/50.0.2362.107 Safari/535.6 Edge/14.19135"
linux,Mozilla/5.0 (U; Linux i651 ) Gecko/20130401 Firefox/55.9
android,"Mozilla/5.0 (Android; Android 7.1; LG-H900 Build/NRD90M) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/47.0.1104.379 Mobile Safari/534.6"
linux,"Mozilla/5.0 (Linux; U; Linux i573 ) AppleWebKit/602.12 (KHTML, like Gecko) Chrome/55.0.2849.330 Safari/536"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_8_1) Gecko/20100101 Firefox/45.9
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; x64) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/55.0.1557.289 Safari/537.1 Edge/17.12386"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.2; x64 Trident/5.0)
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/602.47 (KHTML, like Gecko) Chrome/49.0.2920.367 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_8; like Mac OS X) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/54.0.3725.259 Mobile Safari/536.6"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/48.0.3813.341 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux i665 x86_64; en-US) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/53.0.3766.153 Safari/534"
windows,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/54.0.2827.130 Safari/600.5 Edge/10.29835"
chrome,"Mozilla/5.0 (Linux i643 ) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/49.0.2778.120 Safari/603"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3;) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/50.0.1792.381 Safari/603"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_7) Gecko/20100101 Firefox/64.0
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64; en-US) AppleWebKit/533.17 (KHTML, like Gecko) Chrome/48.0.3415.133 Safari/603.7 Edge/18.20449"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1;; en-US) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/54.0.1414.365 Safari/600"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_1) Gecko/20100101 Firefox/53.5
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_9_5; like Mac OS X) AppleWebKit/603.30 (KHTML, like Gecko) Chrome/51.0.2383.194 Mobile Safari/533.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_7; like Mac OS X) AppleWebKit/533.47 (KHTML, like Gecko) Chrome/48.0.1434.137 Mobile Safari/600.3"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_1) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/52.0.1730.126 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.2; WOW64 Trident/7.0)
