device,useragent
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; Win64; x64 Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_5) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/47.0.2419.191 Safari/603"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.1; WOW64; en-US Trident/5.0)
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_2; en-US) AppleWebKit/533.6 (KHTML, like Gecko) Chrome/50.0.1862.291 Safari/601"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; x64; en-US) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/47.0.1181.271 Safari/534.3 Edge/12.16405"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; x64 Trident/7.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/48.0.1143.352 Safari/534.2 Edge/8.54966"
windows,Mozilla/5.0 (Windows NT 10.5;; en-US) Gecko/20100101 Firefox/47.3
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2; en-US) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/50.0.3385.325 Safari/601"
firefox,Mozilla/5.0 (Linux; Linux i542 ; en-US) Gecko/20100101 Firefox/45.0
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_4_6; like Mac OS X) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/51.0.2009.259 Mobile Safari/534.0"
firefox,Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64; en-US) Gecko/20130401 Firefox/45.4
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.5;; en-US) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/49.0.3730.297 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_9; like Mac OS X) AppleWebKit/537.16 (KHTML, like Gecko) Chrome/54.0.2675.166 Mobile Safari/600.3"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.0;; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; WOW64) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/48.0.1565.240 Safari/533"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; x64; en-US Trident/6.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5) Gecko/20130401 Firefox/46.0
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/47.0.1810.278 Safari/603.0 Edge/12.32865"
android,"Mozilla/5.0 (Linux; Android 4.3.1; HTC One max Build/JSS15J) AppleWebKit/534.34 (KHTML, like Gecko) Chrome/54.0.1082.377 Mobile Safari/534.3"
mobile,"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9303I Build/KOT49H) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/55.0.2098.293 Mobile Safari/601.1"
linux,"Mozilla/5.0 (Linux i575 ) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/54.0.2933.377 Safari/601"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/56.0
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_4; en-US) AppleWebKit/537.18 (KHTML, like Gecko) Chrome/49.0.3820.388 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_9_5; like Mac OS X) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/47.0.3956.179 Mobile Safari/603.0"
edge,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/535.41 (KHTML, like Gecko) Chrome/52.0.3140.147 Safari/603.1 Edge/14.22327"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_6_6 like Mac OS X) AppleWebKit/537.39 (KHTML, like Gecko) Chrome/51.0.1435.339 Mobile Safari/534.4"
firefox,Mozilla/5.0 (Windows; Windows NT 6.1; x64) Gecko/20100101 Firefox/73.8
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; x64) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/49.0.3801.279 Safari/602"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_7; en-US) AppleWebKit/534.37 (KHTML, like Gecko) Chrome/50.0.3881.235 Safari/603"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SM-G925I Build/MMB29V) AppleWebKit/534.4 (KHTML, like Gecko) Chrome/50.0.2464.227 Mobile Safari/601.1"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_7; en-US) Gecko/20100101 Firefox/52.9
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; x64; en-US) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/48.0.3268.390 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/55.0.1410.286 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_1; like Mac OS X) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/48.0.1100.115 Mobile Safari/533.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/52.0.3992.141 Safari/534.9 Edge/15.32835"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64) AppleWebKit/602.7 (KHTML, like Gecko) Chrome/51.0.3296.208 Safari/601.2 Edge/15.16862"
windows,Mozilla/5.0 (Windows NT 10.3; x64) Gecko/20100101 Firefox/57.2
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9) Gecko/20100101 Firefox/50.2
android,"Mozilla/5.0 (Android; Android 7.1; Nexus 5X Build/NPD90G) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/47.0.1349.309 Mobile Safari/601.2"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.1; Win64; x64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Windows NT 6.0;) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/51.0.2230.102 Safari/533"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_8_5; like Mac OS X) AppleWebKit/601.24 (KHTML, like Gecko) Chrome/51.0.3136.241 Mobile Safari/533.6"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SM-D925F Build/MDB08L) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/54.0.3559.261 Mobile Safari/600.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1; like Mac OS X) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/51.0.3615.351 Mobile Safari/602.6"
firefox,Mozilla/5.0 (Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/62.7
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; Win64; x64; en-US Trident/7.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_6 like Mac OS X) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/53.0.2088.302 Mobile Safari/537.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_6; like Mac OS X) AppleWebKit/535.4 (KHTML, like Gecko) Chrome/53.0.2490.240 Mobile Safari/603.2"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.0;) Gecko/20130401 Firefox/56.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_6; like Mac OS X) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/49.0.2011.352 Mobile Safari/602.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_9; like Mac OS X) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/51.0.3725.347 Mobile Safari/601.2"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_7; en-US) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/47.0.1678.329 Safari/536"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 8_2_4 like Mac OS X) AppleWebKit/602.7 (KHTML, like Gecko) Chrome/53.0.3698.275 Mobile Safari/603.9"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/55.0.1842.177 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_3; like Mac OS X) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/52.0.3291.103 Mobile Safari/536.6"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 10.5; x64 Trident/6.0)
linux,Mozilla/5.0 (Linux; U; Linux i644 ) Gecko/20100101 Firefox/59.2
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/7.0)
android,"Mozilla/5.0 (Android; Android 6.0; SAMSUNG SM-G9350V Build/MMB29V) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/52.0.1486.128 Mobile Safari/536.2"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.3; WOW64 Trident/4.0)
windows,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/50.0.2686.376 Safari/534.4 Edge/8.26115"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64; en-US) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/53.0.2846.272 Safari/602.8 Edge/13.56271"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; WOW64; en-US) AppleWebKit/601.1 (KHTML, like Gecko) Chrome/47.0.2739.133 Safari/536"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_1) Gecko/20130401 Firefox/56.0
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_0) AppleWebKit/537.3 (KHTML, like Gecko) Chrome/48.0.1458.293 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 10.0;; en-US) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/54.0.2959.140 Safari/535"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_6) Gecko/20130401 Firefox/58.9
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0;; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_2; like Mac OS X) AppleWebKit/601.16 (KHTML, like Gecko) Chrome/50.0.2710.164 Mobile Safari/533.2"
linux,Mozilla/5.0 (U; Linux i651 ) Gecko/20100101 Firefox/66.4
android,"Mozilla/5.0 (Android; Android 4.3.1; HTC One 801e Build/JLS36C) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/55.0.2924.267 Mobile Safari/535.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_7; like Mac OS X) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/47.0.3851.115 Mobile Safari/534.6"
chrome,"Mozilla/5.0 (Linux i540 ; en-US) AppleWebKit/603.41 (KHTML, like Gecko) Chrome/53.0.3300.146 Safari/602"
linux,Mozilla/5.0 (Linux i674 x86_64) Gecko/20100101 Firefox/53.3
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/51.0.1764.107 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/49.0.2604.133 Safari/534"
firefox,Mozilla/5.0 (Linux; U; Linux i642 x86_64) Gecko/20100101 Firefox/59.4
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_6) Gecko/20100101 Firefox/73.3
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/51.0.1688.344 Safari/602"
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64; en-US) AppleWebKit/535.9 (KHTML, like Gecko) Chrome/54.0.2243.231 Safari/537.3 Edge/8.97846"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/48.0.2949.270 Safari/537.0 Edge/13.63985"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_1; en-US) Gecko/20130401 Firefox/72.2
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.3; Win64; x64 Trident/4.0)
firefox,Mozilla/5.0 (Windows; Windows NT 6.1; x64) Gecko/20100101 Firefox/57.3
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.1; WOW64; en-US Trident/4.0)
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_6_8; like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/54.0.1414.371 Mobile Safari/603.1"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_1_4; en-US) AppleWebKit/533.29 (KHTML, like Gecko) Chrome/54.0.2231.251 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_3; like Mac OS X) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/49.0.1954.371 Mobile Safari/600.4"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1;; en-US) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/48.0.2086.155 Safari/602.2 Edge/17.28926"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.2;; en-US Trident/7.0)
chrome,"Mozilla/5.0 (Windows NT 6.3;; en-US) AppleWebKit/603.23 (KHTML, like Gecko) Chrome/47.0.2737.384 Safari/603"
android,"Mozilla/5.0 (Android; Android 4.4; SM-N8000 Build/JZO54K) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/50.0.1638.317 Mobile Safari/533.5"
windows,Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64) Gecko/20100101 Firefox/48.8
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; Trident/7.0)
firefox,Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) Gecko/20130401 Firefox/60.5
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.3;; en-US Trident/5.0)
android,"Mozilla/5.0 (Android; Android 7.1; LG-H900 Build/NRD90C) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/50.0.2576.301 Mobile Safari/533.6"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_6_3; like Mac OS X) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/54.0.2857.206 Mobile Safari/600.9"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; x64 Trident/5.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/51.0.1415.218 Safari/533"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_3_7) AppleWebKit/537.6 (KHTML, like Gecko) Chrome/47.0.1749.250 Safari/534"
windows,Mozilla/5.0 (Windows; Windows NT 10.4; x64; en-US) Gecko/20100101 Firefox/58.7
firefox,Mozilla/5.0 (Windows; Windows NT 10.4;) Gecko/20100101 Firefox/69.9
linux,"Mozilla/5.0 (U; Linux i680 ) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/55.0.2781.182 Safari/535"
android,"Mozilla/5.0 (Linux; Android 4.4; SAMSUNG SM-T535 Build/KTU84P) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/53.0.3519.212 Mobile Safari/534.3"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_8) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/53.0.2310.192 Safari/601"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/55.8
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/62.5
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/52.0.2061.195 Safari/536"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/53.1
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_9; en-US) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/54.0.1751.118 Safari/600"
windows,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64) Gecko/20100101 Firefox/59.8
mobile,"Mozilla/5.0 (Android; Android 5.1.1; Nexus 7 Build/LRX22C) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/53.0.2397.251 Mobile Safari/533.5"
mobile,"Mozilla/5.0 (Android; Android 4.4; ALCATEL ONE TOUCH 7038A Build/KOT49H) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/50.0.2004.327 Mobile Safari/603.8"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/68.3
android,"Mozilla/5.0 (Android; Android 5.0.2; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/51.0.2394.180 Mobile Safari/533.0"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6; en-US) Gecko/20130401 Firefox/46.1
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_3; en-US) AppleWebKit/535.12 (KHTML, like Gecko) Chrome/55.0.3701.225 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_4; like Mac OS X) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/55.0.1422.309 Mobile Safari/603.8"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_6; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/52.0.2090.177 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_7; like Mac OS X) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/55.0.2254.225 Mobile Safari/537.8"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_4; en-US) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/49.0.1645.123 Safari/534"
linux,"Mozilla/5.0 (Linux i551 x86_64; en-US) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/55.0.2066.155 Safari/602"
firefox,Mozilla/5.0 (Windows; Windows NT 6.0; x64) Gecko/20100101 Firefox/71.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_9; like Mac OS X) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/54.0.2593.111 Mobile Safari/533.2"
edge,"Mozilla/5.0 (Windows NT 10.5; WOW64) AppleWebKit/533.13 (KHTML, like Gecko) Chrome/54.0.3056.378 Safari/535.0 Edge/8.93228"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_7; en-US) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/55.0.3427.263 Safari/603"
linux,Mozilla/5.0 (U; Linux i550 x86_64; en-US) Gecko/20130401 Firefox/57.8
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; WOW64 Trident/5.0)
windows,Mozilla/5.0 (Windows NT 10.2; WOW64; en-US) Gecko/20100101 Firefox/45.0
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/46.7
android,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus_S_Build/GRJ22) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/55.0.1196.280 Mobile Safari/534.9"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_5; like Mac OS X) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/52.0.3675.289 Mobile Safari/533.4"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_8; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/49.0.1279.262 Safari/536"
windows,"Mozilla/5.0 (Windows NT 6.0;; en-US) AppleWebKit/535.9 (KHTML, like Gecko) Chrome/51.0.1956.194 Safari/600"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_8_4; en-US) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/47.0.3925.397 Safari/534"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/49.0.2445.101 Safari/535.0 Edge/16.21277"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.2;; en-US Trident/5.0)
mobile,"Mozilla/5.0 (Android; Android 7.1; Pixel XL Build/NRD90M) AppleWebKit/535.39 (KHTML, like Gecko) Chrome/48.0.1716.250 Mobile Safari/600.9"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/49.0.2803.103 Safari/534.1 Edge/16.93388"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/45.0
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.2; Win64; x64 Trident/7.0)
mobile,"Mozilla/5.0 (Linux; U; Android 6.0; Nexus 7X Build/MMB29V) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/50.0.2525.165 Mobile Safari/602.1"
android,"Mozilla/5.0 (Android; Android 5.0.1; Lenovo A7000-a Build/LRX21M;) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/49.0.3301.396 Mobile Safari/602.0"
chrome,"Mozilla/5.0 (Windows NT 6.0;) AppleWebKit/602.45 (KHTML, like Gecko) Chrome/54.0.3220.345 Safari/600"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_7_7 like Mac OS X) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/48.0.2103.361 Mobile Safari/602.6"
mobile,"Mozilla/5.0 (Linux; Android 5.1.1; MOTO X FORCE XT1580 Build/LPK23) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/51.0.3547.224 Mobile Safari/535.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_5; like Mac OS X) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/50.0.2941.120 Mobile Safari/534.8"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/47.0.1637.245 Safari/600.4 Edge/12.45122"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_8; en-US) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/47.0.1857.332 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_3; like Mac OS X) AppleWebKit/602.34 (KHTML, like Gecko) Chrome/49.0.2782.241 Mobile Safari/602.7"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/47.0.1243.223 Safari/533.5 Edge/13.49676"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.0; Win64; x64; en-US Trident/7.0)
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_0_0; like Mac OS X) AppleWebKit/536.31 (KHTML, like Gecko) Chrome/51.0.1485.269 Mobile Safari/536.4"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; WOW64; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 7.1; LG-H920 Build/NRD90C) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/53.0.1650.100 Mobile Safari/534.3"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9; en-US) Gecko/20130401 Firefox/61.5
mobile,"Mozilla/5.0 (Linux; U; Android 7.1.1; SAMSUNG GT-I9800 Build/KTU84P) AppleWebKit/601.25 (KHTML, like Gecko) Chrome/52.0.1307.133 Mobile Safari/537.8"
android,"Mozilla/5.0 (Linux; Android 5.0; LG-D950F Build/LMY47X) AppleWebKit/535.43 (KHTML, like Gecko) Chrome/52.0.1288.335 Mobile Safari/603.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_2; like Mac OS X) AppleWebKit/600.16 (KHTML, like Gecko) Chrome/52.0.2197.163 Mobile Safari/602.0"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; Win64; x64 Trident/6.0)
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.1; WOW64 Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_1; like Mac OS X) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/49.0.1993.194 Mobile Safari/536.2"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2; Win64; x64 Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_8; like Mac OS X) AppleWebKit/536.30 (KHTML, like Gecko) Chrome/50.0.3220.275 Mobile Safari/533.4"
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) Gecko/20130401 Firefox/46.7
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/47.0.1940.187 Safari/533.7 Edge/13.63242"
windows,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/49.0.3317.138 Safari/600"
linux,"Mozilla/5.0 (Linux; Linux i576 ; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/52.0.3005.162 Safari/534"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_9_5) Gecko/20100101 Firefox/60.9
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_5; en-US) Gecko/20100101 Firefox/68.4
firefox,Mozilla/5.0 (Windows NT 10.0;; en-US) Gecko/20100101 Firefox/67.0
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; x64 Trident/6.0)
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.0;; en-US) AppleWebKit/533.50 (KHTML, like Gecko) Chrome/52.0.1365.290 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_4; en-US) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/53.0.3240.108 Safari/602"
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; SAMSUNG-SM-N910G Build/LRX22C) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/48.0.3072.180 Mobile Safari/600.1"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/57.8
android,"Mozilla/5.0 (Linux; Android 4.4.1; Nexus_ 8 Build/KOT49H) AppleWebKit/602.16 (KHTML, like Gecko) Chrome/55.0.2890.324 Mobile Safari/601.6"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_4; like Mac OS X) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/52.0.3492.321 Mobile Safari/536.2"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/53.0.2637.264 Safari/533"
android,"Mozilla/5.0 (Android; Android 4.4; XT1037 Build/[KXB20.9|KXC21.5]) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/51.0.1771.265 Mobile Safari/603.8"
mobile,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7P Build/MMB29K) AppleWebKit/603.1 (KHTML, like Gecko) Chrome/50.0.2078.374 Mobile Safari/533.4"
